annual_income,credit_score,loan_amount,debt_to_income,employment_years,age,collections_flag,default
1.656975122094114,-0.9380847091752434,0.5841214712432999,-0.43725795286462255,-0.769400953245388,0.0477948568442435,-0.40053633900406493,0
0.7522905423082812,0.9896187915900609,-0.9254475237649247,1.6384736352900142,-0.44738686513619824,-1.2960486948251986,-0.40053633900406493,0
-0.06822334325466861,-1.9701737516203846,1.0122526422756937,-0.35320992536879064,1.5340574872437074,-1.2960486948251986,-0.40053633900406493,0
0.5935945689713974,-1.2707415079798752,-1.0497251168149149,0.5865998366300574,-0.6283728854603414,-0.09366235912096092,-0.40053633900406493,0
0.39428590681596826,-0.3054681473459217,-1.2579215314470968,0.6674642267207441,-0.2358447634586282,-0.022933751138358716,-0.40053633900406493,0
0.28461174436648806,-2.0213517206672513,0.545845355259743,-0.26979862535398774,-1.1243215905044222,1.2501811925484811,-0.40053633900406493,0
-0.014929144782011738,-0.012616435577740991,0.6602694625654778,0.279060463293036,-0.3157606685368213,0.18925207280944792,-0.40053633900406493,0
0.6439434508582612,0.8417713254546676,0.4246221315483295,1.0176643412867106,0.506903060209284,-0.16439096710356313,-0.40053633900406493,0
-1.2541311902080634,0.8204471716851398,-0.17236064493123174,-1.1185563575656845,-1.039704749833394,0.6843523286876634,-0.40053633900406493,0
-0.0050161916115448076,1.1147204937046227,-0.7764901271596233,1.310558982560064,-0.13712511600909558,0.89653815263547,-0.40053633900406493,0
0.25895412488801756,0.6598052132880319,-0.6282240684744024,-0.4385314078266806,-0.1817840041410271,1.2501811925484811,-0.40053633900406493,0
-0.37991580430917365,0.43376918333103853,-0.480950847857741,-1.5814572362737889,0.3799777992027422,-0.5180340070165742,-0.40053633900406493,0
-0.12818167162497818,1.8667523166432993,-0.2224586393481617,0.2949786503187618,-0.04075593635598032,1.4623670164962876,-0.40053633900406493,0
-0.0663879156823638,-1.4484427893926062,0.25337196759510555,0.7890791755972889,0.21779552124993845,0.9672667606180723,-0.40053633900406493,0
3.6017500561946307,0.49632003438831945,-0.7600065187234866,-0.017654542866492016,-0.832863583748659,-0.5180340070165742,-0.40053633900406493,0
0.11870286267528264,0.8829980227424223,-1.1157594104812516,-1.2516324011007514,-0.9668402481444535,0.40143789675725455,-0.40053633900406493,0
0.3243755736247172,0.13380942030634857,3.0911749017491594,-0.8352126285077661,-0.6824336447779427,0.33070928877465233,-0.40053633900406493,0
-0.3205713404796576,-0.9636736936986777,-0.9831665585591843,-0.9593744873084268,-1.1548776718578488,-0.800948438946983,-0.40053633900406493,0
0.04729143884912296,-0.011194825326440437,0.8729307679315115,-1.5146008507657407,-0.03840546855956292,1.53309562447889,-0.40053633900406493,0
-1.1822603956513213,0.413866639812813,0.23450036276002503,1.5289565085530212,-0.46148967191470286,-0.5887626149991764,-0.40053633900406493,0
